schema	term	status	dats_key_description	sdo_id	sdo_type	sdo_prop_description	sdo_prop_domain	sdo_prop_range	remapped_from
software_schema.json	licenses	DATS	The terms of use of the software.	sdo:license	sdo:Text	A license document that applies to this content, typically indicated by URL.	http://schema.org/CreativeWork	http://schema.org/CreativeWork, http://schema.org/URL	
software_schema.json	version	DATS	A release point for the software.	sdo:version	sdo:Text	The version of the CreativeWork embodied by a specified resource.	http://schema.org/CreativeWork	http://schema.org/Number, http://schema.org/Text	
study_group_schema.json	identifier	DATS	The identifier of the study group.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	
study_group_schema.json	name	DATS	The name of the study group.	sdo:name	sdo:Text	The name of the item.	http://schema.org/Thing	http://schema.org/Text	
study_schema.json	identifier	DATS	The identifier of the study.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	
study_schema.json	name	DATS	The name of the activity, usually one sentece or short description of the study.	sdo:name	sdo:Text	The name of the item.	http://schema.org/Thing	http://schema.org/Text	
study_schema.json	description	DATS	A textual narrative comprised of one or more statements describing the study.	sdo:description	sdo:Text	A description of the item.	http://schema.org/Thing	http://schema.org/Text	
taxonomic_info_schema.json	identifier	DATS	The identifier of the taxonomic information.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	
taxonomic_info_schema.json	name	DATS	The scientific name of an organism.	sdo:name	sdo:Text	The name of the item.	http://schema.org/Thing	http://schema.org/Text	
treatment_schema.json	identifier	DATS	The identifier of the treatment.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	
treatment_schema.json	name	DATS	The name of the activity, usually one sentece or short description of the treatment.	sdo:name	sdo:Text	The name of the item.	http://schema.org/Thing	http://schema.org/Text	
treatment_schema.json	description	DATS	A textual narrative comprised of one or more statements describing the treatment.	sdo:description	sdo:Text	A description of the item.	http://schema.org/Thing	http://schema.org/Text	
treatment_schema.json	startDate	DATS	A timestamp to record the starting point of the activity.	sdo:startTime	sdo:DateTime	The startTime of something. For a reserved event or service (e.g. FoodEstablishmentReservation), the time that it is expected to start. For actions that span a period of time, when the action was performed. e.g. John wrote a book from <em>January</em> to December. For media, including audio and video, it's the time offset of the start of a clip within a larger file.<br/><br/>  Note that Event uses startDate/endDate instead of startTime/endTime, even when describing dates with times. This situation may be clarified in future revisions.	http://schema.org/Action, http://schema.org/FoodEstablishmentReservation, http://schema.org/MediaObject, http://schema.org/Schedule	http://schema.org/DateTime, http://schema.org/Time	
treatment_schema.json	endDate	DATS	A timestamp to record the end point of the activity.	sdo:endTime	sdo:DateTime	The endTime of something. For a reserved event or service (e.g. FoodEstablishmentReservation), the time that it is expected to end. For actions that span a period of time, when the action was performed. e.g. John wrote a book from January to <em>December</em>. For media, including audio and video, it's the time offset of the end of a clip within a larger file.<br/><br/>  Note that Event uses startDate/endDate instead of startTime/endTime, even when describing dates with times. This situation may be clarified in future revisions.	http://schema.org/Action, http://schema.org/FoodEstablishmentReservation, http://schema.org/MediaObject, http://schema.org/Schedule	http://schema.org/DateTime, http://schema.org/Time	
consent_info_schema.json	identifier	Missing	The identifier of the consent information.						
consent_info_schema.json	alternateIdentifiers	Missing							
consent_info_schema.json	relatedIdentifiers	Missing							
consent_info_schema.json	name	Missing	The name of the consent information, including a label and ideally an ontology term from resources such as DUO, ADA-M.						
consent_info_schema.json	abbreviation	Missing	An abbreviation of the consent information.						
consent_info_schema.json	description	Missing	A description of the consent information.						
consent_info_schema.json	incorporatedIn	Missing	A list of references to licences/ legal documents used as basis for extracting consent information summary and assigning one or more consent codes.						
consent_info_schema.json	extraProperties	Missing	Extra properties that do not fit in the previous specified attributes. 						
genome_location_schema.json	assembly	Missing	The assembly on which the position and chromosome are based.						
genome_location_schema.json	startPosition	Missing	the start position of the location.						
genome_location_schema.json	endPosition	Missing	the end position of the location.						
genome_location_schema.json	chromosome	Missing	the chromosome of the genomic feature.  Note: whatever loaded here, will be used in JBrowse.						
genome_location_schema.json	strand	Missing	strand of the genome location.						
molecular_entity_schema.json	genomeLocations	Missing	The set of location information of a genetic element in a genome.						
molecular_entity_schema.json	structure	Missing	The primary sequence of the molecular entity (e.g. inchi code;DNA sequence in FASTA format)						
study_schema.json	selectionCriteria	Missing	The attributes and values that the material should meet in order to be part of the group.						
access_schema.json	alternateIdentifiers	Remapped		sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
access_schema.json	relatedIdentifiers	Remapped		sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
activity_schema.json	alternateIdentifiers	Remapped	Alternate identifiers for the activity.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
activity_schema.json	relatedIdentifiers	Remapped	Related identifiers for the activity.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
activity_schema.json	dates	Remapped	Relevant dates for the datasets, a date must be added, e.g. creation date or last modification date should be added.	sdo:temporalCoverage	sdo:DateTime	"The temporalCoverage of a CreativeWork indicates the period that the content applies to, i.e. that it describes, either as a DateTime or as a textual string indicating a time period in <a href=""https://en.wikipedia.org/wiki/ISO_8601#Time_intervals"">ISO 8601 time interval format</a>. In       the case of a Dataset it will typically indicate the relevant time period in a precise notation (e.g. for a 2011 census dataset, the year 2011 would be written ""2011/2012""). Other forms of content e.g. ScholarlyArticle, Book, TVSeries or TVEpisode may indicate their temporalCoverage in broader terms - textually or via well-known URL.       Written works such as books may sometimes have precise temporal coverage too, e.g. a work set in 1939 - 1945 can be indicated in ISO 8601 interval format format via ""1939/1945"".<br/><br/>  Open-ended date ranges can be written with "".."" in place of the end date. For example, ""2015-11/.."" indicates a range beginning in November 2015 and with no specified final date. This is tentative and might be updated in future when ISO 8601 is officially updated."	http://schema.org/CreativeWork	http://schema.org/DateTime, http://schema.org/Text, http://schema.org/URL	dataset_sdo_context.jsonld
alternate_identifier_info_schema.json	identifierSource	Remapped	The identifier source represents information about the organisation/namespace responsible for minting the identifiers. It must be provided if the identifier is provided.	sdo:Property	sdo:Text				identifier_info_sdo_context.jsonld
anatomical_part_schema.json	alternateIdentifiers	Remapped	Alternate identifiers for the anatomical part.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
anatomical_part_schema.json	relatedIdentifiers	Remapped	Related identifiers for the anatomical part.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
biological_entity_schema.json	alternateIdentifiers	Remapped	Alternate identifiers for the biological entity.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
biological_entity_schema.json	relatedIdentifiers	Remapped	Related identifiers for the biological entity.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
data_acquisition_schema.json	alternateIdentifiers	Remapped	Alternate identifiers for the activity.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
data_acquisition_schema.json	relatedIdentifiers	Remapped	Related identifiers for the activity.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
data_acquisition_schema.json	dates	Remapped	Relevant dates for the datasets, a date must be added, e.g. creation date or last modification date should be added.	sdo:temporalCoverage	sdo:DateTime	"The temporalCoverage of a CreativeWork indicates the period that the content applies to, i.e. that it describes, either as a DateTime or as a textual string indicating a time period in <a href=""https://en.wikipedia.org/wiki/ISO_8601#Time_intervals"">ISO 8601 time interval format</a>. In       the case of a Dataset it will typically indicate the relevant time period in a precise notation (e.g. for a 2011 census dataset, the year 2011 would be written ""2011/2012""). Other forms of content e.g. ScholarlyArticle, Book, TVSeries or TVEpisode may indicate their temporalCoverage in broader terms - textually or via well-known URL.       Written works such as books may sometimes have precise temporal coverage too, e.g. a work set in 1939 - 1945 can be indicated in ISO 8601 interval format format via ""1939/1945"".<br/><br/>  Open-ended date ranges can be written with "".."" in place of the end date. For example, ""2015-11/.."" indicates a range beginning in November 2015 and with no specified final date. This is tentative and might be updated in future when ISO 8601 is officially updated."	http://schema.org/CreativeWork	http://schema.org/DateTime, http://schema.org/Text, http://schema.org/URL	dataset_sdo_context.jsonld
data_analysis_schema.json	alternateIdentifiers	Remapped	Alternate identifiers for the activity.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
data_analysis_schema.json	relatedIdentifiers	Remapped	Related identifiers for the activity.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
data_analysis_schema.json	dates	Remapped	Relevant dates for the datasets, a date must be added, e.g. creation date or last modification date should be added.	sdo:temporalCoverage	sdo:DateTime	"The temporalCoverage of a CreativeWork indicates the period that the content applies to, i.e. that it describes, either as a DateTime or as a textual string indicating a time period in <a href=""https://en.wikipedia.org/wiki/ISO_8601#Time_intervals"">ISO 8601 time interval format</a>. In       the case of a Dataset it will typically indicate the relevant time period in a precise notation (e.g. for a 2011 census dataset, the year 2011 would be written ""2011/2012""). Other forms of content e.g. ScholarlyArticle, Book, TVSeries or TVEpisode may indicate their temporalCoverage in broader terms - textually or via well-known URL.       Written works such as books may sometimes have precise temporal coverage too, e.g. a work set in 1939 - 1945 can be indicated in ISO 8601 interval format format via ""1939/1945"".<br/><br/>  Open-ended date ranges can be written with "".."" in place of the end date. For example, ""2015-11/.."" indicates a range beginning in November 2015 and with no specified final date. This is tentative and might be updated in future when ISO 8601 is officially updated."	http://schema.org/CreativeWork	http://schema.org/DateTime, http://schema.org/Text, http://schema.org/URL	dataset_sdo_context.jsonld
data_analysis_schema.json	location	Remapped	The location where the activity takes place.	sdo:location	sdo:Thing	The location of, for example, where an event is happening, where an organization is located, or where an action takes place.	http://schema.org/Action, http://schema.org/Event, http://schema.org/Organization	http://schema.org/Place, http://schema.org/PostalAddress, http://schema.org/Text, http://schema.org/VirtualLocation	data_acquisition_sdo_context.jsonld
data_analysis_schema.json	performedBy	Remapped	The person(s) or organisation(s) responsible for executing the process.	sdo:agent	sdo:Thing	The direct performer or driver of the action (animate or inanimate). e.g. <em>John</em> wrote a book.	http://schema.org/Action	http://schema.org/Organization, http://schema.org/Person	data_acquisition_sdo_context.jsonld
data_repository_schema.json	alternateIdentifiers	Remapped	Alternate identifiers for the data repository.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
data_repository_schema.json	relatedIdentifiers	Remapped	Related identifiers for the data repository.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
data_repository_schema.json	dates	Remapped	Relevant dates for the data repository.	sdo:temporalCoverage	sdo:Text	"The temporalCoverage of a CreativeWork indicates the period that the content applies to, i.e. that it describes, either as a DateTime or as a textual string indicating a time period in <a href=""https://en.wikipedia.org/wiki/ISO_8601#Time_intervals"">ISO 8601 time interval format</a>. In       the case of a Dataset it will typically indicate the relevant time period in a precise notation (e.g. for a 2011 census dataset, the year 2011 would be written ""2011/2012""). Other forms of content e.g. ScholarlyArticle, Book, TVSeries or TVEpisode may indicate their temporalCoverage in broader terms - textually or via well-known URL.       Written works such as books may sometimes have precise temporal coverage too, e.g. a work set in 1939 - 1945 can be indicated in ISO 8601 interval format format via ""1939/1945"".<br/><br/>  Open-ended date ranges can be written with "".."" in place of the end date. For example, ""2015-11/.."" indicates a range beginning in November 2015 and with no specified final date. This is tentative and might be updated in future when ISO 8601 is officially updated."	http://schema.org/CreativeWork	http://schema.org/DateTime, http://schema.org/Text, http://schema.org/URL	dataset_sdo_context.jsonld
data_repository_schema.json	access	Remapped	The information about access modality for the data repository.	sdo:accessMode	sdo:EntryPoint	The human sensory perceptual system or cognitive faculty through which a person may process or perceive information. Expected values include: auditory, tactile, textual, visual, colorDependent, chartOnVisual, chemOnVisual, diagramOnVisual, mathOnVisual, musicOnVisual, textOnVisual.	http://schema.org/CreativeWork	http://schema.org/Text	dataset_distribution_sdo_context.jsonld
data_standard_schema.json	alternateIdentifiers	Remapped	Alternate identifiers for the standard.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
data_standard_schema.json	relatedIdentifiers	Remapped	Related identifiers for the standard.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
data_standard_schema.json	type	Remapped	The nature of the information resource, ideally specified with a controlled vocabulary or ontology (.e.g model or format, vocabulary, reporting guideline).	sdo:Property					date_info_sdo_context.jsonld
dataset_distribution_schema.json	dates	Remapped	Relevant dates for the datasets, e.g. creation date or last modification date may be added.	sdo:temporalCoverage	sdo:DataCatalog	"The temporalCoverage of a CreativeWork indicates the period that the content applies to, i.e. that it describes, either as a DateTime or as a textual string indicating a time period in <a href=""https://en.wikipedia.org/wiki/ISO_8601#Time_intervals"">ISO 8601 time interval format</a>. In       the case of a Dataset it will typically indicate the relevant time period in a precise notation (e.g. for a 2011 census dataset, the year 2011 would be written ""2011/2012""). Other forms of content e.g. ScholarlyArticle, Book, TVSeries or TVEpisode may indicate their temporalCoverage in broader terms - textually or via well-known URL.       Written works such as books may sometimes have precise temporal coverage too, e.g. a work set in 1939 - 1945 can be indicated in ISO 8601 interval format format via ""1939/1945"".<br/><br/>  Open-ended date ranges can be written with "".."" in place of the end date. For example, ""2015-11/.."" indicates a range beginning in November 2015 and with no specified final date. This is tentative and might be updated in future when ISO 8601 is officially updated."	http://schema.org/CreativeWork	http://schema.org/DateTime, http://schema.org/Text, http://schema.org/URL	dataset_sdo_context.jsonld
dataset_schema.json	alternateIdentifiers	Remapped	Alternate identifiers for the dataset.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
dataset_schema.json	relatedIdentifiers	Remapped	Related identifiers for the dataset.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
dataset_schema.json	version	Remapped	A release point for the dataset when applicable.	sdo:version	sdo:Thing	The version of the CreativeWork embodied by a specified resource.	http://schema.org/CreativeWork	http://schema.org/Number, http://schema.org/Text	data_standard_sdo_context.jsonld
dimension_schema.json	alternateIdentifiers	Remapped	Alternate identifiers for the dimension.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
dimension_schema.json	relatedIdentifiers	Remapped	Related identifiers for the dimension.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
dimension_schema.json	isAbout	Remapped	A material or a dataset, which is the object of this dimension (this dimension is about the material - e.g. the heights of the patients - or the dataset - e.g. the standard deviation or the set of outliers or a quality indicator of a dataset).	sdo:about	sdo:Text	The subject matter of the content.	http://schema.org/CommunicateAction, http://schema.org/CreativeWork, http://schema.org/Event	http://schema.org/Thing	dataset_sdo_context.jsonld
disease_schema.json	alternateIdentifiers	Remapped	Alternate identifiers for the disease.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
disease_schema.json	relatedIdentifiers	Remapped	Related identifiers for the disease.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
disease_schema.json	dates	Remapped	Relevant dates, such as the diagnosis date of the disease, may be provided.	sdo:temporalCoverage	sdo:Text	"The temporalCoverage of a CreativeWork indicates the period that the content applies to, i.e. that it describes, either as a DateTime or as a textual string indicating a time period in <a href=""https://en.wikipedia.org/wiki/ISO_8601#Time_intervals"">ISO 8601 time interval format</a>. In       the case of a Dataset it will typically indicate the relevant time period in a precise notation (e.g. for a 2011 census dataset, the year 2011 would be written ""2011/2012""). Other forms of content e.g. ScholarlyArticle, Book, TVSeries or TVEpisode may indicate their temporalCoverage in broader terms - textually or via well-known URL.       Written works such as books may sometimes have precise temporal coverage too, e.g. a work set in 1939 - 1945 can be indicated in ISO 8601 interval format format via ""1939/1945"".<br/><br/>  Open-ended date ranges can be written with "".."" in place of the end date. For example, ""2015-11/.."" indicates a range beginning in November 2015 and with no specified final date. This is tentative and might be updated in future when ISO 8601 is officially updated."	http://schema.org/CreativeWork	http://schema.org/DateTime, http://schema.org/Text, http://schema.org/URL	dataset_sdo_context.jsonld
grant_schema.json	alternateIdentifiers	Remapped	Alternate identifiers for the grant.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
grant_schema.json	relatedIdentifiers	Remapped	Related identifiers for the grant.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
grant_schema.json	dates	Remapped	Relevant dates, such as the date when the grant was awarded, may be provided.	sdo:temporalCoverage	sdo:Thing	"The temporalCoverage of a CreativeWork indicates the period that the content applies to, i.e. that it describes, either as a DateTime or as a textual string indicating a time period in <a href=""https://en.wikipedia.org/wiki/ISO_8601#Time_intervals"">ISO 8601 time interval format</a>. In       the case of a Dataset it will typically indicate the relevant time period in a precise notation (e.g. for a 2011 census dataset, the year 2011 would be written ""2011/2012""). Other forms of content e.g. ScholarlyArticle, Book, TVSeries or TVEpisode may indicate their temporalCoverage in broader terms - textually or via well-known URL.       Written works such as books may sometimes have precise temporal coverage too, e.g. a work set in 1939 - 1945 can be indicated in ISO 8601 interval format format via ""1939/1945"".<br/><br/>  Open-ended date ranges can be written with "".."" in place of the end date. For example, ""2015-11/.."" indicates a range beginning in November 2015 and with no specified final date. This is tentative and might be updated in future when ISO 8601 is officially updated."	http://schema.org/CreativeWork	http://schema.org/DateTime, http://schema.org/Text, http://schema.org/URL	dataset_sdo_context.jsonld
instrument_schema.json	alternateIdentifiers	Remapped	Alternate identifiers for the instrument.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	dataset_distribution_sdo_context.jsonld
